Student_ID,First_Name,Last_Name,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Parent_Education_Level
Student_2556,John,Brown,Male,18,Computer Science,57.48,64.34,61.27,66.33,74.22,8.6,60.41,Grade E,20.7,Bachelor's
Student_2557,John,Brown,Male,21,Mechanical Engineering,56.55,92.95,60.05,79.51,92.52,9,62.25,Grade D,14.7,None
Student_2558,Sara,Jones,Female,23,Computer Science,93.53,99.38,52.75,94.28,58.56,2.02,82.71,Grade A,11.9,Bachelor's
Student_2559,John,Davis,Female,24,Computer Science,51.16,88.49,77.11,81.85,71.89,9.36,69.11,Grade E,17,None
Student_2560,Emma,Smith,Male,19,Civil Engineering,65.79,68.12,73.76,62.08,62.57,6.88,94.34,Grade A,12.8,High School
Student_2561,Sara,Brown,Female,21,Computer Science,59.23,83.42,67.76,93.19,62.79,6.18,77.92,Grade E,17.7,Bachelor's
Student_2562,John,Williams,Male,24,Computer Science,96.58,90.62,45.75,81.6,65.19,4.22,81.13,Grade A,12.7,PhD
Student_2563,Ahmed,Brown,Male,24,Computer Science,83.47,67.92,87.81,60.95,79.36,9.56,77.83,Grade B,15.6,None
Student_2564,Ahmed,Johnson,Female,19,Mechanical Engineering,95.6,87.1,50.5,68.08,50.83,4.44,94.28,Grade B,27.9,Bachelor's
Student_2565,Liam,Jones,Female,18,Civil Engineering,98.62,68.96,46.87,89.5,70.44,4.99,53.17,Grade A,27.9,PhD
Student_2566,Ahmed,Jones,Male,23,Computer Science,74.85,63.19,77.38,86.95,59.34,7.81,53.37,Grade A,29.8,High School
Student_2567,Maria,Jones,Male,23,Civil Engineering,61.72,71.57,63.92,78.83,98.36,2.85,85.09,Grade D,17.2,High School
Student_2568,Ali,Jones,Female,23,Civil Engineering,59.69,80.55,43.59,57.24,79.14,2.91,88.4,Grade D,9.2,Master's
Student_2569,Ahmed,Jones,Female,21,Civil Engineering,61.15,83.61,61.33,90.16,93.4,7.75,71.68,Grade E,27.2,PhD
Student_2570,Sara,Jones,Male,19,Computer Science,85.43,61.4,86.31,65.38,59.78,1.29,67.62,Grade A,19.9,PhD
Student_2571,Liam,Smith,Male,23,Civil Engineering,52.02,74.28,76.91,88.58,90.5,8.23,63.9,Grade E,23.7,PhD
Student_2572,Emma,Williams,Male,22,Computer Science,82.1,53.63,77.91,60.62,88.06,2.29,64.76,Grade A,11.9,High School
Student_2573,Sara,Davis,Female,22,Computer Science,83.26,51.57,93.25,56.55,88.1,7.86,82.4,Grade E,19,Bachelor's
Student_2574,Maria,Jones,Male,19,Computer Science,68.59,80.6,78.78,62.1,99.79,8.05,89.35,Grade B,29.9,PhD
Student_2575,Omar,Jones,Female,21,Mechanical Engineering,76.68,41.45,71.29,80.85,57.26,3.89,51.69,Grade E,19.3,Master's
Student_2576,Omar,Johnson,Female,18,Electrical Engineering,55.27,60.81,83.08,79.94,66.13,2.46,66.66,Grade E,24,Master's
Student_2577,Ali,Brown,Female,20,Civil Engineering,53,69.68,94.59,90.74,89.4,2.07,50.07,Grade D,26,Master's
Student_2578,Liam,Johnson,Female,24,Civil Engineering,69.57,68.35,65.87,95.68,76.33,7.94,64.41,Grade D,29,PhD
Student_2579,Ali,Jones,Female,18,Civil Engineering,74.38,74.77,94.25,61.52,97.22,8.82,54.51,Grade B,15.5,Bachelor's
Student_2580,Emma,Brown,Male,24,Civil Engineering,93.39,71.56,92.2,53.92,76.14,7.72,66.66,Grade B,9.5,None
Student_2581,Emma,Brown,Male,18,Mechanical Engineering,89.15,68.53,79.47,82.72,57.47,9.92,85.32,Grade A,8,PhD
Student_2582,Emma,Jones,Male,19,Mechanical Engineering,83.55,60.16,90.88,74.33,92.48,2.38,62.8,Grade D,24.1,Master's
Student_2583,Maria,Davis,Female,18,Electrical Engineering,61.04,62.85,89.5,56.38,90.5,0.94,94.9,Grade C,11.4,PhD
Student_2584,Omar,Williams,Male,21,Mechanical Engineering,62.04,55.14,64.31,54.14,97.95,5.07,60.73,Grade B,6,PhD
Student_2585,Maria,Jones,Female,23,Computer Science,67.27,78,74.17,59.45,61.91,6.07,93.26,Grade C,23.1,Master's
Student_2586,Ali,Davis,Male,23,Civil Engineering,68.32,46.46,42.35,99.76,70.44,9.26,59.61,Grade C,26,None
Student_2587,Maria,Johnson,Female,18,Mechanical Engineering,87.73,78.82,45.92,70.84,77.09,2.7,55.39,Grade B,15,Bachelor's
Student_2588,Emma,Johnson,Female,20,Computer Science,89.24,59.29,55.74,88.48,74.89,4.96,58.91,Grade A,24.6,PhD
Student_2589,Liam,Jones,Male,18,Civil Engineering,98.81,69.38,54.75,81.82,81.24,2.67,93.56,Grade A,17.4,PhD
Student_2590,Maria,Johnson,Male,19,Mechanical Engineering,61.99,96.74,84.53,92.07,54.06,1.89,98.06,Grade A,29.8,High School
Student_2591,Emma,Williams,Female,22,Electrical Engineering,81.09,58.45,85.84,98.61,85.33,5.61,92.02,Grade E,22.1,Bachelor's
Student_2592,Emma,Johnson,Female,20,Electrical Engineering,90.86,88.6,44.19,89.84,94.02,6.04,71.19,Grade A,25,PhD
Student_2593,John,Jones,Female,20,Computer Science,61.4,68.66,91,96.47,73.07,7.14,53.52,Grade D,10.3,Bachelor's
Student_2594,Emma,Jones,Female,18,Mechanical Engineering,99.52,69.85,42.79,87.89,52.36,1.41,96.35,Grade B,26.8,PhD
Student_2595,Sara,Johnson,Female,21,Civil Engineering,66.37,55.66,72.4,57.96,54.14,6.81,54.1,Grade A,13.3,None
Student_2596,Liam,Williams,Male,22,Electrical Engineering,91.36,47.34,89.5,65.96,50.17,3.86,61.42,Grade B,9.2,High School
Student_2597,Emma,Davis,Female,21,Computer Science,64.08,96.62,72.41,50.91,99.81,1.49,66.05,Grade B,7.9,High School
Student_2598,Omar,Jones,Male,21,Civil Engineering,50.72,70.04,43.11,71.87,77.78,9.04,92.82,Grade C,29.6,High School
Student_2599,Sara,Jones,Female,21,Computer Science,55.91,78.12,80.11,87.79,61.95,1.19,58.61,Grade E,22.7,Master's
Student_2600,Ali,Williams,Female,24,Civil Engineering,93.87,77.45,56.39,58.21,95.55,4.72,73.41,Grade A,7.2,None
Student_2601,Ahmed,Davis,Male,19,Civil Engineering,91.83,47.95,41.18,53.23,96.15,2.37,93.91,Grade A,8.8,None
Student_2602,Emma,Williams,Male,19,Computer Science,64.76,63.42,43.99,91.8,92.73,9.96,52.42,Grade E,13.2,Master's
Student_2603,Ali,Brown,Female,19,Civil Engineering,89.64,98.32,60.76,58.83,53.74,1.5,95.49,Grade B,29.3,Master's
Student_2604,Ahmed,Davis,Female,23,Civil Engineering,96.89,50.08,92.08,90.32,54.42,6.68,79.83,Grade B,20.3,High School
Student_2605,Maria,Brown,Male,19,Electrical Engineering,88.96,64.63,97.58,82.91,94.83,9.92,85.81,Grade B,6.9,None
Student_2606,Liam,Johnson,Male,19,Computer Science,80.28,45.71,96.6,66.71,93.79,6.05,92.11,Grade A,18.1,Master's
Student_2607,John,Brown,Male,19,Computer Science,62.13,54.54,92.9,68.81,71.72,4.57,76.18,Grade E,27.4,High School
Student_2608,Maria,Smith,Female,18,Mechanical Engineering,76.29,62.61,93.69,57.79,66.41,2.93,92.27,Grade E,15.4,High School
Student_2609,Sara,Brown,Female,22,Computer Science,61.68,72.44,57.34,91.76,82.21,0.92,81.94,Grade B,21.7,Bachelor's
Student_2610,Sara,Johnson,Female,23,Mechanical Engineering,90.4,53.83,49.09,75.45,90.35,2.28,84.28,Grade A,24.3,PhD
Student_2611,John,Brown,Male,19,Computer Science,69.35,53.65,78.36,77.85,86.58,5.54,57.64,Grade C,9.6,PhD
Student_2612,Ali,Jones,Male,22,Computer Science,91.68,86.67,69.29,94.17,80.78,7.54,96.95,Grade A,26.4,PhD
Student_2613,Ahmed,Williams,Female,20,Civil Engineering,69.08,97.76,45.92,50.79,61.58,8.78,89.8,Grade A,16.2,None
Student_2614,Omar,Williams,Female,18,Mechanical Engineering,53.51,80.37,74.44,81.69,59.36,4.69,99.69,Grade E,12.9,PhD
Student_2615,Emma,Williams,Male,23,Computer Science,97.41,88.16,66.45,60.54,84.02,5.73,52.29,Grade A,19.2,None
Student_2616,Omar,Davis,Female,24,Mechanical Engineering,78.68,42.96,67.77,57.47,69.45,0.08,97.63,Grade E,14.4,PhD
Student_2617,Omar,Smith,Female,24,Civil Engineering,75.39,75.91,97.26,57.28,78.16,0.68,53.62,Grade E,10.8,High School
Student_2618,Liam,Davis,Female,22,Civil Engineering,76.11,55.75,79.35,79.27,90.29,5.46,63.44,Grade D,11.1,Master's
Student_2619,John,Brown,Male,18,Civil Engineering,96.36,74.8,65.98,66.12,64,3.54,78.33,Grade A,25.7,None
Student_2620,Liam,Smith,Female,24,Computer Science,55.66,41.99,57.24,54.47,56.18,9.5,64.7,Grade C,22.4,Bachelor's
Student_2621,Liam,Johnson,Female,24,Civil Engineering,67.7,50.23,60.63,87.75,92.27,8.99,81.61,Grade C,10.3,Master's
Student_2622,Omar,Brown,Female,21,Computer Science,73.21,48.42,92.3,81.07,64.98,9.86,87.59,Grade A,11.3,High School
Student_2623,Sara,Brown,Female,24,Computer Science,70.24,58.65,54.41,75.22,53.5,9.61,57.98,Grade D,8.7,None
Student_2624,Sara,Brown,Female,21,Civil Engineering,91.13,66.45,63.07,62.87,78.75,6.42,95.07,Grade A,7.7,Master's
Student_2625,Maria,Jones,Male,21,Computer Science,79.67,61.6,46.35,61.32,54.57,8.09,74.11,Grade D,23.9,High School
Student_2626,Emma,Smith,Female,23,Civil Engineering,63.68,97.81,98.82,53.72,80.7,9.31,61.92,Grade D,14.9,Bachelor's
Student_2627,Ali,Johnson,Female,18,Civil Engineering,63.22,61.14,60.85,78.04,93.83,5.4,86.67,Grade A,27.3,High School
Student_2628,Ahmed,Smith,Female,18,Civil Engineering,66.79,84.42,90.18,95.99,68.91,1.87,89.24,Grade E,24.4,PhD
Student_2629,Ahmed,Williams,Male,22,Electrical Engineering,51.36,70.53,44.57,50.54,51.85,7.07,84.5,Grade D,17,High School
Student_2630,Sara,Williams,Male,24,Electrical Engineering,61.51,73.15,41.9,55.37,55.64,7.7,78.62,Grade C,19.1,PhD
Student_2631,Ahmed,Davis,Female,23,Mechanical Engineering,95.25,59.75,76.37,79.15,70.61,5.24,59.6,Grade A,13.9,Bachelor's
Student_2632,Omar,Davis,Male,18,Civil Engineering,61.34,56.76,66.61,97.72,51.62,9.27,96.4,Grade A,22.2,PhD
Student_2633,Sara,Johnson,Female,23,Civil Engineering,60.96,40.36,89.12,93.03,78.37,7.74,74.43,Grade D,19.4,Bachelor's
Student_2634,Ahmed,Smith,Male,19,Mechanical Engineering,93.13,52.94,54.89,83.88,65.37,2.71,99.72,Grade B,6.4,Master's
Student_2635,Liam,Davis,Female,23,Civil Engineering,94.69,82,58.52,60.03,94.36,8.12,71.4,Grade B,8.2,Master's
Student_2636,Ali,Davis,Male,18,Mechanical Engineering,62.81,86.26,90.72,53.63,76.66,3.48,73.99,Grade E,6,None
Student_2637,John,Davis,Female,22,Mechanical Engineering,71.03,56.81,69.57,52.38,79.39,3.12,83.69,Grade A,23,PhD
Student_2638,Ali,Smith,Female,21,Computer Science,88.55,42.24,62.47,51.81,88.21,8.73,95.1,Grade A,28.9,High School
Student_2639,Ahmed,Williams,Female,23,Mechanical Engineering,90.7,54.22,63.9,86.96,71.91,3.98,90.06,Grade B,28.8,Bachelor's
Student_2640,Liam,Smith,Female,21,Civil Engineering,75.92,86.75,50.03,85.62,73.84,0.09,93.62,Grade D,25,Master's
Student_2641,Ali,Johnson,Female,19,Computer Science,66.3,52.35,93.81,95.33,60.01,9.09,94.19,Grade E,12.9,PhD
Student_2642,Ali,Davis,Female,20,Electrical Engineering,85.44,89.01,64.15,95.22,65.56,4.53,75.58,Grade A,10.8,Master's
Student_2643,Ali,Williams,Female,23,Computer Science,76.97,52.55,89.12,95.08,88.92,3.04,96.59,Grade D,29.8,High School
Student_2644,Sara,Williams,Male,24,Civil Engineering,92.73,60.05,64.9,59.85,62.87,3.03,71.99,Grade A,18.3,Bachelor's
Student_2645,Ahmed,Johnson,Female,22,Computer Science,54.06,79.86,67.26,69.03,56.54,8.97,75.03,Grade E,5.3,Bachelor's
Student_2646,Maria,Smith,Male,22,Electrical Engineering,92.18,73.67,89.8,56.73,60.95,3.25,58.48,Grade A,6.1,Bachelor's
Student_2647,Omar,Brown,Female,21,Civil Engineering,64.66,67.65,50.64,88.75,83.95,5.12,97.38,Grade D,16.5,None
Student_2648,Sara,Johnson,Female,21,Computer Science,82.74,93.98,53.22,75.21,80.7,7.31,61.05,Grade A,16.1,PhD
Student_2649,Omar,Brown,Female,18,Civil Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,Grade E,7.7,PhD
Student_2650,Ali,Brown,Female,19,Mechanical Engineering,76.88,67.47,63.03,53.44,97.44,5.47,65.38,Grade E,19.9,PhD
Student_2651,Liam,Davis,Male,21,Computer Science,91.66,83.46,54.87,79.42,98.96,1.33,86.04,Grade B,14.6,PhD
Student_2652,Ahmed,Williams,Female,20,Civil Engineering,62.62,48.16,88.11,51.53,97.24,1.28,61.5,Grade D,20.7,PhD
Student_2653,Omar,Johnson,Male,22,Computer Science,84.96,55.58,58.4,50.81,71.98,7.27,57.51,Grade A,15.9,High School
Student_2654,Emma,Brown,Male,20,Mechanical Engineering,56.43,46.21,68.03,50.74,94.19,8.97,67.92,Grade D,6.3,None
Student_2655,Ali,Smith,Male,24,Civil Engineering,99.25,70.8,95.63,51.47,71.33,7.53,54.78,Grade A,8.6,High School
Student_2656,Ali,Brown,Male,23,Mechanical Engineering,80.4,44.18,82.64,60.97,63.67,6.27,57.78,Grade D,17.6,High School
Student_2657,Sara,Jones,Male,19,Mechanical Engineering,75.04,53.4,96.21,68.7,50.4,3.65,92.32,Grade A,27.3,Master's
Student_2658,Emma,Brown,Female,20,Computer Science,69.11,66.39,79.6,80.39,98.53,1.01,58.58,Grade D,21.4,High School
Student_2659,Emma,Johnson,Female,19,Computer Science,62.2,73.92,55.94,67.72,80.78,9.25,94,Grade B,22.5,PhD
Student_2660,Sara,Jones,Male,19,Computer Science,60.92,42.51,61.74,56.21,54.93,1.61,79.52,Grade E,27.3,High School
Student_2661,Liam,Johnson,Male,18,Civil Engineering,88.27,53.38,55.12,55.61,99.26,6.82,66.32,Grade B,26.2,None
Student_2662,Ali,Jones,Male,19,Civil Engineering,67.89,96.35,66.61,92.86,89.45,9.84,88.25,Grade E,21.4,None
Student_2663,Sara,Jones,Female,23,Civil Engineering,90.07,69.18,78.54,60.5,72.71,5.65,56.63,Grade A,21.4,Bachelor's
Student_2664,Sara,Williams,Male,23,Mechanical Engineering,67.44,66.78,58.68,82.16,74.83,8.72,71.68,Grade E,19.5,Bachelor's
Student_2665,Sara,Davis,Female,23,Computer Science,87.91,86.83,44.78,75.81,71.77,0.25,61.16,Grade A,6.3,Bachelor's
Student_2666,Liam,Jones,Male,18,Computer Science,51.69,82.79,82.51,77.22,64.67,1.23,74.62,Grade D,28.4,High School
Student_2667,Emma,Brown,Male,19,Computer Science,72.07,62.81,73.52,51.34,96.37,5.89,58.83,Grade D,13.2,Bachelor's
Student_2668,Maria,Brown,Male,23,Computer Science,53.15,90.3,95.4,52.51,86.21,5.67,77.85,Grade D,29.9,Bachelor's
Student_2669,Liam,Brown,Female,19,Mechanical Engineering,93.67,55.57,70.63,66.23,64.5,5.24,89.6,Grade B,12.5,None
Student_2670,Omar,Williams,Male,18,Mechanical Engineering,78.43,57.36,57.56,91.58,61.1,0.91,51.9,Grade C,16.3,PhD
Student_2671,Liam,Jones,Male,19,Computer Science,69.26,80.67,61.33,62.86,99.78,9.27,71.7,Grade A,22.7,PhD
Student_2672,Emma,Brown,Male,22,Civil Engineering,55.64,52.76,71.33,73.6,88.61,5.92,52.13,Grade C,8.9,Bachelor's
Student_2673,Sara,Jones,Male,19,Computer Science,64.15,80.74,53.47,80.4,84.85,3.18,98.03,Grade B,29.4,Bachelor's
Student_2674,Omar,Johnson,Male,21,Computer Science,96.5,72.61,68.91,92.52,83.96,9.94,75.8,Grade A,19.4,Master's
Student_2675,Liam,Johnson,Male,18,Civil Engineering,73.02,46.03,64.29,72.78,97.13,0.24,66.37,Grade B,22.1,High School
Student_2676,Liam,Johnson,Female,24,Electrical Engineering,91.32,73.26,46.4,97.35,83.98,2.19,76.64,Grade A,21.9,High School
Student_2677,Omar,Smith,Female,18,Computer Science,71.16,59.67,89.29,88.6,94.67,5.9,50.34,Grade E,10.1,High School
Student_2678,Ahmed,Jones,Male,21,Computer Science,62.62,53.23,52.73,55.85,59.53,1.74,70.44,Grade E,26.5,High School
Student_2679,Maria,Jones,Male,24,Mechanical Engineering,99.17,67.98,82.8,75.13,64.83,8.11,77.75,Grade A,26.6,Master's
Student_2680,Sara,Johnson,Male,18,Computer Science,65.19,79.99,50.74,96.12,55.23,4.09,75.72,Grade A,20.4,None
Student_2681,Maria,Johnson,Male,19,Computer Science,99.48,88.15,49.59,91.87,98.59,4.56,89.4,Grade B,25.6,High School
Student_2682,Maria,Williams,Male,24,Computer Science,88.03,84.09,46.4,55.34,88.02,0.35,81.81,Grade B,25.6,PhD
Student_2683,Emma,Brown,Female,20,Mechanical Engineering,96.79,99.11,51.86,57.39,76.05,7.29,59.23,Grade A,17.1,PhD
Student_2684,Liam,Jones,Male,18,Computer Science,50.13,78.68,86.19,59.77,77.67,6.5,68.14,Grade D,23.7,PhD
Student_2685,Liam,Smith,Female,18,Civil Engineering,68.75,91.33,89.05,94.68,50.18,4.14,74.11,Grade E,11.6,Bachelor's
Student_2686,Omar,Smith,Male,22,Civil Engineering,70.81,87.37,65.23,86.94,79.95,6.89,94.6,Grade D,21.7,PhD
Student_2687,Maria,Jones,Male,21,Civil Engineering,71.94,75.43,71.56,69.33,60.16,0.85,61.21,Grade E,16.2,Bachelor's
Student_2688,Maria,Davis,Female,20,Computer Science,71.6,43.34,68.24,60.84,63.69,4.42,87.64,Grade D,27.5,None
Student_2689,John,Smith,Male,22,Mechanical Engineering,79.08,88,52.83,75.74,57.3,6.11,51.49,Grade A,29.3,PhD
Student_2690,Ahmed,Smith,Male,22,Mechanical Engineering,92.81,92.13,87.37,74.05,86.02,7.86,91.83,Grade A,24.8,None
Student_2691,Ali,Smith,Female,23,Mechanical Engineering,65.42,81.66,65.77,99.81,71.13,6.67,56.56,Grade B,26.5,None
Student_2692,Liam,Jones,Male,20,Computer Science,91.08,51.16,47.64,69.2,67.67,3.18,57.74,Grade A,22,High School
Student_2693,Sara,Johnson,Female,21,Mechanical Engineering,78.3,41.86,47.16,92.71,90.36,1.4,80.33,Grade C,26.7,None
Student_2694,Maria,Smith,Female,18,Computer Science,65.03,91.88,49.89,93.12,75.3,7.94,90.84,Grade C,19.8,PhD
Student_2695,Sara,Davis,Female,19,Computer Science,64.76,63.78,93.43,61.63,68.92,3.24,59.48,Grade A,19.2,Bachelor's
Student_2696,Ali,Brown,Male,22,Mechanical Engineering,68.06,55.83,99.46,54.74,93.91,0.22,55.71,Grade D,26.8,PhD
Student_2697,Ali,Williams,Female,21,Computer Science,96.02,79.1,53.13,50.11,75.21,8.41,55.82,Grade A,26.8,High School
Student_2698,Liam,Williams,Male,21,Computer Science,78.75,69.03,89.43,74.95,60.4,1.43,97.13,Grade B,9.9,Master's
Student_2699,Emma,Brown,Male,24,Civil Engineering,96,81.83,52.55,80.97,80.64,4.35,54.76,Grade A,29,None
Student_2700,John,Johnson,Female,18,Mechanical Engineering,52.32,91.21,95.45,88.8,64.27,2.53,79.88,Grade C,23.5,None
Student_2701,Liam,Smith,Male,22,Computer Science,67.13,51.73,80.04,97.15,57.36,6.9,96.05,Grade C,24.1,Bachelor's
Student_2702,Ali,Davis,Male,23,Computer Science,63.61,66.21,73.24,97.01,62.08,7.91,51.64,Grade E,16.2,PhD
Student_2703,Sara,Smith,Female,19,Mechanical Engineering,93.1,97.72,81.44,51.61,86.83,4.59,79.82,Grade A,16.5,None
Student_2704,Maria,Davis,Male,19,Electrical Engineering,51.83,61.92,77.17,85.59,91.9,0.05,95.15,Grade D,26,Master's
Student_2705,Emma,Williams,Female,21,Computer Science,55.88,79.21,90.15,59.38,63.51,9.99,65.68,Grade D,18.1,PhD
Student_2706,Omar,Smith,Female,22,Mechanical Engineering,70.84,65.15,75.39,90.02,83.05,4.05,62.44,Grade D,12.7,Master's
Student_2707,Maria,Brown,Male,18,Civil Engineering,91.94,97.07,77.95,70.86,61.52,6.2,75.28,Grade A,29.6,High School
Student_2708,Omar,Johnson,Male,18,Civil Engineering,81.15,93.67,95.31,95.83,81.14,9.05,61.9,Grade E,5.1,Bachelor's
Student_2709,Ali,Brown,Male,23,Civil Engineering,86.84,70.8,95.79,52.12,94.36,0.21,86.19,Grade B,6.6,Master's
Student_2710,John,Smith,Male,22,Computer Science,85.46,81.74,46.26,58.83,91.35,2.79,86.13,Grade B,8.5,None
Student_2711,John,Smith,Female,23,Electrical Engineering,71.09,82.43,91.48,73.87,88.08,2.25,54.92,Grade C,16.2,High School
Student_2712,Ahmed,Johnson,Male,20,Computer Science,71.32,61.55,45.08,69.78,84.57,8.23,87.48,Grade A,13.1,Master's
Student_2713,John,Williams,Male,22,Mechanical Engineering,95.93,53.18,52.81,74.31,88.51,3.73,80.15,Grade A,27.8,PhD
Student_2714,John,Jones,Male,22,Computer Science,78.82,94.9,53.83,97,99.73,0.67,81.5,Grade C,22.2,None
Student_2715,Sara,Brown,Male,22,Mechanical Engineering,61.18,42,57.37,58.65,80.7,8.99,74.71,Grade C,8.4,Bachelor's
Student_2716,Liam,Brown,Male,22,Civil Engineering,86.18,64.84,52.46,71,66.85,4.27,74.29,Grade A,21.6,Bachelor's
Student_2717,Maria,Jones,Male,21,Computer Science,89.7,64.99,78.53,54.92,95.48,2.71,71.14,Grade A,10.1,High School
Student_2718,Ahmed,Jones,Female,24,Civil Engineering,97.41,95.66,88.27,78.02,62.18,5.6,80.6,Grade A,5,Bachelor's
Student_2719,Ahmed,Johnson,Female,18,Civil Engineering,94.56,73.99,87.47,81.18,78.97,4.18,65,Grade A,21.6,Bachelor's
Student_2720,Omar,Smith,Male,22,Computer Science,70.3,94.12,93.25,91.3,88.58,0.53,74.89,Grade D,13.4,None
Student_2721,Omar,Williams,Male,23,Computer Science,79.76,93.72,46.44,82.29,85.45,0.58,78.37,Grade B,29.5,High School
Student_2722,Omar,Smith,Male,19,Mechanical Engineering,77.4,40.2,76.92,74.89,70.15,1.79,94.08,Grade E,28.3,None
Student_2723,Liam,Smith,Male,19,Electrical Engineering,96.33,96.04,89.34,95.48,55.55,6.78,88.46,Grade B,17.5,None
Student_2724,Liam,Williams,Female,18,Civil Engineering,75.75,42.4,97.78,69.09,55.95,1.07,78.17,Grade D,9.3,PhD
Student_2725,Sara,Jones,Female,22,Mechanical Engineering,53.47,60.93,82.05,53.55,76.65,0.62,68.05,Grade D,12.1,None
Student_2726,Maria,Smith,Female,24,Civil Engineering,95.66,64.14,46.46,99.63,56.34,2.71,72.84,Grade A,6.5,PhD
Student_2727,Emma,Williams,Female,21,Electrical Engineering,70.42,41.53,87.09,70.34,80.59,4.99,85.97,Grade E,18.8,Master's
Student_2728,Maria,Smith,Male,20,Civil Engineering,73.43,68.59,51.89,94.93,79.89,4.39,98.35,Grade C,28.7,Bachelor's
Student_2729,Omar,Davis,Male,23,Civil Engineering,80.46,85.41,94.65,71.27,70.2,6.16,52.73,Grade A,8,High School
Student_2730,Liam,Jones,Female,24,Computer Science,80.48,56.78,93.45,98.03,87.76,2.31,65.68,Grade C,11.8,PhD
Student_2731,John,Brown,Female,24,Mechanical Engineering,64.83,53.05,53.11,54.56,50.84,1.35,52.22,Grade B,21.6,High School
Student_2732,John,Brown,Male,21,Mechanical Engineering,58.29,58.22,42.88,95.96,99.79,6.34,99.59,Grade E,7.4,Master's
Student_2733,Sara,Johnson,Male,21,Mechanical Engineering,59.58,68.29,77.42,92.3,73.21,9.61,84.56,Grade C,6.7,High School
Student_2734,Liam,Davis,Female,23,Civil Engineering,64.12,62.46,40.62,82.61,92.31,1.52,57.02,Grade C,7.7,Master's
Student_2735,Emma,Williams,Female,24,Civil Engineering,83.53,62.26,59.57,61.02,92.12,9.69,79.76,Grade C,16.8,PhD
Student_2736,Maria,Jones,Female,22,Computer Science,83.83,53.98,99.93,98.92,74.56,9.85,68.92,Grade E,18.3,None
Student_2737,Ali,Smith,Male,20,Civil Engineering,54.56,89.08,80.26,76.3,81.9,1.03,67.27,Grade E,20.2,Master's
Student_2738,Liam,Smith,Female,20,Civil Engineering,75.44,40.33,44.54,78.67,97.29,6.57,53.98,Grade A,5.1,High School
Student_2739,Maria,Williams,Female,19,Electrical Engineering,82.52,64.32,57.31,79.37,55.91,1.68,66.99,Grade E,25.8,High School
Student_2740,Liam,Davis,Male,19,Civil Engineering,83.79,73.31,98.89,80.62,51.96,9.19,57.34,Grade C,20.7,Master's
Student_2741,Maria,Williams,Male,21,Mechanical Engineering,57.36,90.16,60.91,81.17,88.22,4.18,85.87,Grade D,7.3,Bachelor's
Student_2742,Emma,Smith,Female,19,Civil Engineering,72.13,87.22,84.11,64.79,61.77,6.58,83.18,Grade A,23.5,High School
Student_2743,Emma,Williams,Female,23,Computer Science,76.18,84.47,74.63,67.36,86.98,3.18,90.21,Grade C,8.2,None
Student_2744,John,Johnson,Male,22,Mechanical Engineering,56.42,50.7,49.77,74.49,61.36,2.23,69.75,Grade D,21.6,None
Student_2745,Liam,Davis,Female,24,Computer Science,67.97,65.31,48.96,98.74,72.9,0.81,51.09,Grade D,18.9,Master's
Student_2746,Ali,Brown,Female,18,Computer Science,53.17,65.37,70.13,88.18,90.94,0.58,90.55,Grade D,20.8,High School
Student_2747,John,Smith,Female,22,Civil Engineering,55.93,90.26,85.06,75.28,86.13,7.36,92.35,Grade D,5.3,Master's
Student_2748,Emma,Jones,Male,20,Mechanical Engineering,62.93,45.69,53.55,76.31,71.46,2.06,88.8,Grade A,11.3,PhD
Student_2749,Omar,Johnson,Male,18,Civil Engineering,94.56,73.78,46.01,60.22,78.6,2.99,74.92,Grade A,27.1,Master's
Student_2750,Ali,Davis,Female,19,Mechanical Engineering,56.78,87.17,95.09,71.08,93.75,6.39,73.1,Grade C,7.4,Bachelor's
Student_2751,Omar,Williams,Female,18,Computer Science,69.21,48.88,72.72,87.12,94.43,9.2,84.83,Grade D,28.8,Bachelor's
Student_2752,Omar,Brown,Female,23,Civil Engineering,60.01,91.45,59.42,55.43,90.54,0.63,75.9,Grade E,28.1,Bachelor's
Student_2753,Ahmed,Smith,Male,23,Mechanical Engineering,79.3,45.36,98.11,63.22,93.89,5.47,72.51,Grade C,22.2,High School
Student_2754,Sara,Jones,Female,22,Civil Engineering,80.32,91.57,70.1,96.47,96.24,5.33,83.1,Grade E,24.9,High School
Student_2755,Maria,Davis,Male,18,Electrical Engineering,60.03,58.67,50.03,82.88,75.46,7.13,51.78,Grade D,6.3,None
Student_2756,Maria,Brown,Male,23,Computer Science,67.19,40.09,80.98,55.72,82.75,8.79,55.46,Grade B,17.2,High School
Student_2757,Emma,Brown,Female,19,Civil Engineering,92.26,54.05,85.41,57.18,50.48,6.17,56.27,Grade A,6.6,PhD
Student_2758,Omar,Williams,Male,19,Mechanical Engineering,91.86,52.84,68.35,63.72,95.09,1.28,98.63,Grade B,7,Master's
Student_2759,Liam,Davis,Male,24,Mechanical Engineering,65.9,96.08,73.63,93.53,89.88,7.26,52,Grade D,13.3,Master's
Student_2760,John,Jones,Male,24,Mechanical Engineering,66.94,70.99,82.8,55.46,52.85,5.28,86.1,Grade E,21.9,Master's
